Title Code,Title Description,Standard Hours,Assignment Level,Union Code,Union Description,Bargaining Unit Short Name,Bargaining Unit Description,Minimum Salary Rate,Maximum Salary Rate
95554,ASSISTANT COMMISSIONER (EVALUA,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95555,ASSISTANT COMMISSIONER (FISCAL,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95556,ASSISTANT COMMISSIONER (GOVERN,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95557,ASSISTANT COMMISSIONER (HOUSIN,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95558,ASSISTANT COMMISSIONER (NEIGHB,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95559,ASSISTANT COMMISSIONER (RELOCA,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95560,ASSISTANT COMMISSIONER (IN REM,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95562,ASSISTANT COMMISSIONER (SPECIA,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95563,ASST COMMISSIONER (MAINTENANCE,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95564,ASSISTANT COMMISSIONER (PUBLIC,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95566,ADMINISTRATIVE PROJECT DIRECTO,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95567,SPECIAL ASSISTANT TO THE COMMI,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95568,DEPUTY GENERAL COUNSEL (HPD),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95569,DIRECTOR OF NEIGHBORHOOD CONSE,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
9556A,ADMINISTRATIVE PROJECT DIRECTO,35,0,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,"61,757.00","148,745.00"
95570,LEGISLATIVE ASSISTANT (HPD),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95571,EXECUTIVE DIRECTOR (PROGRAM &,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95573,ASSISTANT COMMISSIONER (TECH S,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95574,DEPUTY ASSISTANT COMMISIONER (,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95575,SECRETARY TO THE DEPUTY COMMIS,35,0,662,NON COMPETITIVE OJ,N/U,Non-Union,"48,164.00","78,845.00"
95576,EXECUTIVE DEPUTY ADMINISTRATOR,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95577,COMMISSIONER OF COMMUNITY DEVE,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95578,DEPUTY COMMISSIONER (CDA),35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95580,DEPUTY COMMISSIONER (DOE),35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95592,SECRETARY TO THE EXECUTIVE DIR,35,0,662,NON COMPETITIVE OJ,N/U,Non-Union,"40,603.00","81,068.00"
95593,DIRECTOR OF CRISIS ASSISTANCE,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95594,EXECUTIVE DEPUTY COMMISSIONER,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95598,PUBLIC HEALTH PREVENTATIVE MED,35,1,662,NON COMPETITIVE OJ,N/U,Non-Union,"70,480.00","90,107.00"
95598,PUBLIC HEALTH PREVENTATIVE MED,35,2,662,NON COMPETITIVE OJ,N/U,Non-Union,"74,267.00","95,515.00"
95599,INVESTIGATOR (DISCIPLINE) HMH,35,1,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"48,637.00","63,702.00"
95599,INVESTIGATOR (DISCIPLINE) HMH,35,2,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"58,167.00","72,011.00"
95599,INVESTIGATOR (DISCIPLINE) HMH,35,3,3,SOCIAL SERVICE TITLES DC 37L37,DC37,District Council 37,"69,245.00","89,822.00"
9559A,PUBLIC HEALTH PREVENTATIVE MED,35,0,662,NON COMPETITIVE OJ,N/U,Non-Union,"77,229.00","101,245.00"
95600,DIRECTOR OF FIELD OPERATIONS (,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95601,ASSISTANT COMMISSIONER (CHILD,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95602,ASSISTANT COMMISSIONER FOR FAC,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95603,ASSOCIATE COMMISSIONER FOR ADU,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95604,ASSOCIATE COMMISSIONER FOR EMP,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95605,ASSOCIATE COMMISSIONER FOR PER,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95606,DIRECTOR OF PUBLIC INFORMATION,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95607,EXEC ASST TO THE DEPUTY COMMIS,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95608,DEPUTY DIRECTOR OF LABOR RELAT,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95609,DIRECTOR OF LABOR RELATIONS (D,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95610,ASSOCIATE COMMISSIONER (BUILDI,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95611,INVESTMENT MANAGER (COMPTROLLE,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95612,DIRECTOR OF  INVESTMENTS (COMP,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95613,ASSISTANT COMMISSIONER (DCAS),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95614,DEPUTY COMMISSIONER OF IT,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95615,DEPUTY ASSISTANT COMMISSIONER,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95616,DEPUTY GENERAL COUNSEL (DCAS),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95617,ASSISTANT COMMISSIONER FOR CIT,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95618,DIRECTOR OF ENERGY CONSERVATIO,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95619,DIRECTOR OF MUNICIPAL TELECOMM,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95620,DIRECTOR OF PUBLIC INFORMATION,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95621,DIRECTOR OF PUBLIC RELATIONS (,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95622,IT SECURITY SPECIALIST,35,0,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"75,000.00","180,000.00"
95623,DIRECTOR OF SECURITY (DCAS),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95625,EXEC ASST TO THE DEPUTY COM FO,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95627,GENERAL COUNSEL (DCAS),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95628,CHIEF OF STAFF (DCAS),35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95629,SPECIAL ASSISTANT TO THE COMMI,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95630,SPECIAL ASSISTANT TO THE FIRST,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95631,CHIEF OF STAFF FOR CITYWIDE PE,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95633,ASSISTANT COMMISSIONER (DCAS),35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95634,DEPUTY COMMISSIONER (DCAS),35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95635,DEPUTY COMMISSIONER FOR CITY P,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95636,DIRECTOR OF THE CITY RECORD (D,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95637,DIRECTOR OF PURCHASE (DCAS),35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95638,DIRECTOR OF STORES (DCAS),35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95639,EXECUTIVE ASSISTANT TO THE COM,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95641,SECRETARY OF THE DEPARTMENT (D,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95642,SECRETARY TO THE DEPUTY COMMIS,35,0,662,NON COMPETITIVE OJ,N/U,Non-Union,"48,062.00","97,607.00"
95643,ASST COMMISSIONER FOR POLICY A,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95644,ASST COMMISSIONER FOR AGENCY P,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95645,EXECUTIVE DIRECTOR OF HEALTHCA,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95646,EXEC DIRECTOR OF GRANTS MANAGE,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95647,DIRECTOR OF INTERAGENCY PLANNI,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95648,DIRECTOR OF BIODETECTION RESPO,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95649,DIRECTOR OF COMMUNITY ENGAGEME,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95650,DIRECTOR OF NYC MEDICAL RESERV,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95651,ASSISTANT COMISSIONER FOR FAMI,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95652,DEPUTY COMMISIONER(HOMELESS SE,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95653,EXECUTIVE ASSISTANT TO THE COM,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95654,ASST COMMISSIONER FOR PLANNING,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95655,ASST COMMISSIONER FOR PUBLIC &,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95656,ASST COMMISSIONER FOR SINGLES,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95657,DEPUTY GENERAL COUNSEL (HOMELE,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95658,DIRECTOR OF EEO (HOMELESS SVCS,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95659,GENERAL COUNSEL (HOMELESS SVCS,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95660,DIRECTOR OF COUNTERMEASURES AN,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95661,DIR OF HEALTHCARE FACILITIES A,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95662,DIRECTOR OF PUBLIC HEALTH EMER,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95663,DIRCTOR OF MENTAL HEALTH DISAS,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95664,DEPUTY DIRECTOR OF EMERGENCY M,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95665,DEPUTY DIRECTOR OF HEADSTART P,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95666,DIRECTOR OF HEADSTART PROGRAM,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95667,DEPUTY DIRECTOR OF LABOR RELAT,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95668,ASSOC ADM FOR PURCHASING MATER,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95669,DEPUTY ASST ADMIN FOR PERSONNE,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95670,EXECUTIVE ASSISTANT TO THE EXE,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95671,ASSIST COMMISSIONER FOR POLICY,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95672,DEPUTY DIRECTOR OF HEALTH AND,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95673,DIRECTOR OF  EXERCISES AND TRA,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95674,DIRECTOR OF PUBLIC HEALTH EMER,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95675,"EXECUTIVE DIRECTOR, NEW YORK C",35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95676,EXECUTIVE DIRECTOR OF PROFESSI,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95678,ASSISTANT ADMINISTRATOR OF PUB,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95679,ASSISTANT DEPUTY ADMINISTRATOR,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95680,DEPUTY GENERAL COUNSEL (HRA),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95681,DIRECTOR OF FISCAL OPERATIONS,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95682,DIRECTOR OF INTERNAL AUDITING,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95683,DIRECTOR OF LEGISLATIVE COORDI,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95684,DIRECTOR OF MANAGEMENT PLANNIN,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95685,DIR POLICY ECONOM RESRCH (HRA),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95686,DIRECTOR TITLE XX SVC PLANNING,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95687,EXECUTIVE ASSISTANT TO THE HUM,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95688,GENERAL COUNSEL (HRA),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95689,SPECIAL ASSISTANT TO THE HUMAN,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95690,SECRETARY TO THE HUMAN RESOURC,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95691,ASST. COMM. OF FISCAL ADMINIST,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95692,CHIEF OF STAFF (CDA),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95693,DIRECTOR OF PLANNING (CDA),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95694,EXECUTIVE ASSISTANT TO THE COM,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95695,ASSIST COMMISSIONER FOR INTERG,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95697,ASSOC COMMISSIONER FOR PLANNIN,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95699,DEPUTY ASSISTANT COMMISSIONER,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95700,EXECUTIVE ASSISTANT TO THE COM,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95702,DEPUTY COMMISSIONER (DEPT OF R,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95710,IT PROJECT SPECIALIST,35,0,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"75,000.00","160,000.00"
95711,SENIOR IT ARCHITECT,35,0,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"100,000.00","180,000.00"
95712,IT AUTOMATION AND MONITORING E,35,0,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"75,000.00","140,000.00"
95713,IT SERVICE MANAGEMENT SPECIALI,35,0,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"75,000.00","130,000.00"
95714,IT INFRASTRUCTURE ENGINEER,35,0,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,"75,000.00","180,000.00"
95724,SPECIAL ASSISTANT TO THE EXECU,35,0,720,COMPETITIVE OJ (HA),N/U,Non-Union,"58,926.00","234,738.00"
95725,SPECIAL ASSISTANT TO THE DEPUT,35,0,720,COMPETITIVE OJ (HA),N/U,Non-Union,"58,926.00","234,738.00"
95753,GENERAL COUNSEL (DGS),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95756,SPECIAL ASSISTANT TO THE COMMI,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95757,GENERAL COUNSEL (YOUTH SERVICE,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95758,GENERAL COUNSEL (DDC),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95759,DEPUTY GENERAL COUNSEL (DDC),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95763,SPECIAL ASSISTANT TO THE COMMI,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95765,ASSISTANT COMMISSIONER FOR DES,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95775,SPECIAL ASSISTANT (DESIGN AND,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95776,SPECIAL ASSISTANT (DESIGN AND,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95777,ASS COMMISSIONER DESIGN AND CO,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95797,ASSISTANT COMMISSIONER FOR FAC,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95798,ASSISTANT COMMISSIONER FOR MAN,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95799,ASSISTANT COMMISSIONER FOR PRO,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95800,ASSISTANT COMMISSIONER (SOCIAL,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95801,CHIEF OF STAFF (HRA),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95802,DEPUTY ASSISTANT COMMISSIONER,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95803,DEPUTY ASST COMMISSIONER FOR P,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95804,DEPUTY COMMISSIONER (ACD-DOSS),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95805,DEPUTY COMMISSIONER (FAS-DOSS),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95806,DEPUTY COMMISSIONER (GENERAL S,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95808,DEPUTY COMMISSIONER (SPECIAL S,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95810,DIRECTOR OF ADVOCACY (SSC-DOSS,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95811,DIRECTOR OF COMMUNITY PARTICIP,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95812,DIRECTOR OF COMPLIANCE & LEGIS,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95813,DIR OF CONTRACT MGMT & INTERGO,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95815,DIRECTOR OF EEO/CONTRACT COMPL,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95816,DIRECTOR OF FOOD STAMP PROGRAM,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95818,DIR OF HOME CARE SERVICES/FAMI,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95819,DIRECTOR OF INFORMATION SERVIC,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95820,DIRECTOR OF MANAGEMENT DESIGN,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95821,"DIR MGMT SYSTEMS, PLANNING, R",35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95822,DIRECTOR OF POLICY ANALYSIS (G,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95823,DIRECTOR OF PROGRAM PLANNING (,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95824,MEDICAL DIRECTOR (MEDICAL ASSI,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95825,ASSISTANT COMMISSIONER (PARKS&,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95826,ASSISTANT COMMISSIONER (PARKS,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95827,ASSISTANT COMMISSIONER (PARKS,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95828,ASSISTANT COMMISSIONER (RECREA,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95829,MANAGER OF PARK LICENSE AGREEM,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95833,COUNSEL (DEPARTMENT OF PARKS &,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95834,DIRECTOR OF COMMUNITY INVOLVEM,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95836,EXECUTIVE ASSISTANT TO THE COM,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95837,DIRECTOR OF HISTORIC PARKS,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95838,DIRECTOR OF URBAN PARK RANGER,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95839,BOROUGH COMMISSIONER (PARKS AN,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95840,DEPUTY BOROUGH COMMISSIONER (P,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95841,DEPUTY CHIEF OF OPERATIONS (PA,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95852,DIRECTOR OF URBAN ARCHAEOLOGY,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95853,DIRECTOR OF PUBLIC RELATIONS (,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95861,DEPUTY COMMISSIONER (PARKS & R,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95870,DEPUTY COMMISSIONER (CULTURAL,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95881,DIRECTOR OF PLAN & FIELD SERVI,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95882,COUNSEL (LANDMARKS PRESERVATIO,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95888,"SECRETARY TO THE CHAIR, LANDMA",35,0,662,NON COMPETITIVE OJ,N/U,Non-Union,"68,772.00","68,772.00"
95903,DEPUTY COMMISSIONER (TRANSPORT,35,0,773,EXEMPT MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95917,ASSISTANT COMMISSIONER (TRAFFI,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95918,ASSISTANT COMMISSIONER (TRANSP,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95919,EXECUTIVE ASSISTANT TO COMMISS,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95921,ASSISTANT TO THE DEPUTY COMMIS,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95922,COUNSEL (TRANSPORTATION),35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
95932,ASSISTANT COMMISSIONER (PVB-DE,35,0,772,NON COMPETITIVE MANAGER,N/U,Non-Union,"63,301.00","252,165.00"
